# Time,Input
0.0,0.0
1e-05,1.0
2e-05,1.0
3.0000000000000004e-05,1.0
4e-05,1.0
5e-05,1.0
6.000000000000001e-05,1.0
7.000000000000001e-05,1.0
8e-05,1.0
9e-05,1.0
0.0001,1.0
0.00011,1.0
0.00012000000000000002,1.0
0.00013000000000000002,1.0
0.00014000000000000001,1.0
0.00015000000000000001,1.0
0.00016,1.0
0.00017,1.0
0.00018,1.0
0.00019,1.0
0.0002,1.0
0.00021,1.0
0.00022,1.0
0.00023,1.0
0.00024000000000000003,1.0
0.00025,1.0
0.00026000000000000003,1.0
0.00027,1.0
0.00028000000000000003,1.0
0.00029,1.0
0.00030000000000000003,1.0
0.00031,1.0
0.00032,1.0
0.00033000000000000005,1.0
0.00034,1.0
0.00035000000000000005,1.0
0.00036,1.0
0.00037000000000000005,1.0
0.00038,1.0
0.00039000000000000005,1.0
0.0004,1.0
0.00041000000000000005,1.0
0.00042,1.0
0.00043000000000000004,1.0
0.00044,1.0
0.00045000000000000004,1.0
0.00046,1.0
0.00047000000000000004,1.0
0.00048000000000000007,1.0
0.0004900000000000001,1.0
0.0005,1.0
0.00051,1.0
0.0005200000000000001,1.0
0.0005300000000000001,1.0
0.00054,1.0
0.00055,1.0
0.0005600000000000001,1.0
0.0005700000000000001,1.0
0.00058,1.0
0.00059,1.0
0.0006000000000000001,1.0
0.0006100000000000001,1.0
0.00062,1.0
0.00063,1.0
0.00064,1.0
0.0006500000000000001,1.0
0.0006600000000000001,1.0
0.00067,1.0
0.00068,1.0
0.0006900000000000001,1.0
0.0007000000000000001,1.0
0.00071,1.0
0.00072,1.0
0.0007300000000000001,1.0
0.0007400000000000001,1.0
0.00075,1.0
0.00076,1.0
0.0007700000000000001,1.0
0.0007800000000000001,1.0
0.00079,1.0
0.0008,1.0
0.0008100000000000001,1.0
0.0008200000000000001,1.0
0.0008300000000000001,1.0
0.00084,1.0
0.0008500000000000001,1.0
0.0008600000000000001,1.0
0.0008700000000000001,1.0
0.00088,1.0
0.0008900000000000001,1.0
0.0009000000000000001,1.0
0.0009100000000000001,1.0
0.00092,1.0
0.00093,1.0
0.0009400000000000001,1.0
0.0009500000000000001,1.0
0.0009600000000000001,1.0
0.00097,1.0
0.0009800000000000002,1.0
0.00099,1.0
0.001,1.0
0.00101,1.0
0.00102,1.0
0.00103,1.0
0.0010400000000000001,1.0
0.0010500000000000002,1.0
0.0010600000000000002,1.0
0.00107,1.0
0.00108,1.0
0.00109,1.0
0.0011,1.0
0.00111,1.0
0.0011200000000000001,1.0
0.0011300000000000001,1.0
0.0011400000000000002,1.0
0.0011500000000000002,1.0
0.00116,1.0
0.00117,1.0
0.00118,1.0
0.00119,1.0
0.0012000000000000001,1.0
0.0012100000000000001,1.0
0.0012200000000000002,1.0
0.0012300000000000002,1.0
0.00124,1.0
0.00125,1.0
0.00126,1.0
0.00127,1.0
0.00128,1.0
0.0012900000000000001,1.0
0.0013000000000000002,1.0
0.0013100000000000002,1.0
0.0013200000000000002,1.0
0.00133,1.0
0.00134,1.0
0.00135,1.0
0.00136,1.0
0.0013700000000000001,1.0
0.0013800000000000002,1.0
0.0013900000000000002,1.0
0.0014000000000000002,1.0
0.00141,1.0
0.00142,1.0
0.00143,1.0
0.00144,1.0
0.0014500000000000001,1.0
0.0014600000000000001,1.0
0.0014700000000000002,1.0
0.0014800000000000002,1.0
0.0014900000000000002,1.0
0.0015,1.0
0.00151,1.0
0.00152,1.0
0.0015300000000000001,1.0
0.0015400000000000001,1.0
0.0015500000000000002,1.0
0.0015600000000000002,1.0
0.0015700000000000002,1.0
0.00158,1.0
0.00159,1.0
0.0016,1.0
0.00161,1.0
0.0016200000000000001,1.0
0.0016300000000000002,1.0
0.0016400000000000002,1.0
0.0016500000000000002,1.0
0.0016600000000000002,1.0
0.00167,1.0
0.00168,1.0
0.00169,1.0
0.0017000000000000001,1.0
0.0017100000000000001,1.0
0.0017200000000000002,1.0
0.0017300000000000002,1.0
0.0017400000000000002,1.0
0.00175,1.0
0.00176,1.0
0.00177,1.0
0.0017800000000000001,1.0
0.0017900000000000001,1.0
0.0018000000000000002,1.0
0.0018100000000000002,1.0
0.0018200000000000002,1.0
0.0018300000000000002,1.0
0.00184,1.0
0.00185,1.0
0.00186,1.0
0.0018700000000000001,1.0
0.0018800000000000002,1.0
0.0018900000000000002,1.0
0.0019000000000000002,1.0
0.0019100000000000002,1.0
